cluster
**Similarity**|**APIV1**|**APIV2**|**comment**
:-----:|:-----:|:-----:|:----:|
1.0|`sklearn/sklearn.cluster._spectral/SpectralClustering/n_components`|`sklearn/sklearn.cluster._spectral/SpectralClustering/n_components`|
1.0|`sklearn/sklearn.cluster._spectral/SpectralClustering/gamma`|`sklearn/sklearn.cluster._spectral/SpectralClustering/gamma`|
1.0|`sklearn/sklearn.cluster._spectral/SpectralClustering/kernel_params`|`sklearn/sklearn.cluster._spectral/SpectralClustering/kernel_params`|
1.0|`sklearn/sklearn.cluster._spectral/SpectralClustering/n_jobs`|`sklearn/sklearn.cluster._spectral/SpectralClustering/n_jobs`|
1.0|`sklearn/sklearn.cluster._optics/OPTICS/n_jobs`|`sklearn/sklearn.cluster._optics/OPTICS/n_jobs`|
1.0|`sklearn/sklearn.cluster._mean_shift/MeanShift/n_jobs`|`sklearn/sklearn.cluster._mean_shift/MeanShift/n_jobs`|
1.0|`sklearn/sklearn.cluster._dbscan/DBSCAN/n_jobs`|`sklearn/sklearn.cluster._dbscan/DBSCAN/n_jobs`|
1.0|`sklearn/sklearn.cluster._spectral/SpectralClustering/affinity_matrix_`|`sklearn/sklearn.cluster._spectral/SpectralClustering/affinity_matrix_`|
1.0|`sklearn/sklearn.cluster._spectral/SpectralClustering/labels_`|`sklearn/sklearn.cluster._spectral/SpectralClustering/labels_`|
1.0|`sklearn/sklearn.cluster._kmeans/KMeans/labels_`|`sklearn/sklearn.cluster._kmeans/KMeans/labels_`|
1.0|`sklearn/sklearn.cluster._dbscan/DBSCAN/labels_`|`sklearn/sklearn.cluster._dbscan/DBSCAN/labels_`|
1.0|`sklearn/sklearn.cluster._birch/Birch/labels_`|`sklearn/sklearn.cluster._birch/Birch/labels_`|
1.0|`sklearn/sklearn.cluster._spectral/SpectralClustering/verbose`|`sklearn/sklearn.cluster._spectral/SpectralClustering/verbose`|
1.0|`sklearn/sklearn.cluster._spectral/SpectralClustering/coef0`|`sklearn/sklearn.cluster._spectral/SpectralClustering/coef0`|
1.0|`sklearn/sklearn.cluster._spectral/SpectralClustering/degree`|`sklearn/sklearn.cluster._spectral/SpectralClustering/degree`|
1.0|`sklearn/sklearn.cluster._spectral/SpectralClustering/n_neighbors`|`sklearn/sklearn.cluster._spectral/SpectralClustering/n_neighbors`|
1.0|`sklearn/sklearn.cluster._spectral/SpectralClustering/n_init`|`sklearn/sklearn.cluster._spectral/SpectralClustering/n_init`|
1.0|`sklearn/sklearn.cluster._spectral/SpectralClustering/n_clusters`|`sklearn/sklearn.cluster._spectral/SpectralClustering/n_clusters`|
1.0|`sklearn/sklearn.cluster._optics/OPTICS/predecessor_correction`|`sklearn/sklearn.cluster._optics/OPTICS/predecessor_correction`|
1.0|`sklearn/sklearn.cluster._optics/OPTICS/leaf_size`|`sklearn/sklearn.cluster._optics/OPTICS/leaf_size`|
1.0|`sklearn/sklearn.cluster._optics/OPTICS/p`|`sklearn/sklearn.cluster._optics/OPTICS/p`|
1.0|`sklearn/sklearn.cluster._optics/OPTICS/min_samples`|`sklearn/sklearn.cluster._optics/OPTICS/min_samples`|
1.0|`sklearn/sklearn.cluster._mean_shift/MeanShift/max_iter`|`sklearn/sklearn.cluster._mean_shift/MeanShift/max_iter`|
1.0|`sklearn/sklearn.cluster._mean_shift/MeanShift/min_bin_freq`|`sklearn/sklearn.cluster._mean_shift/MeanShift/min_bin_freq`|
1.0|`sklearn/sklearn.cluster._mean_shift/MeanShift/cluster_all`|`sklearn/sklearn.cluster._mean_shift/MeanShift/cluster_all`|
1.0|`sklearn/sklearn.cluster._mean_shift/MeanShift/bin_seeding`|`sklearn/sklearn.cluster._mean_shift/MeanShift/bin_seeding`|
1.0|`sklearn/sklearn.cluster._kmeans/MiniBatchKMeans/compute_labels`|`sklearn/sklearn.cluster._kmeans/MiniBatchKMeans/compute_labels`|
1.0|`sklearn/sklearn.cluster._kmeans/MiniBatchKMeans/max_no_improvement`|`sklearn/sklearn.cluster._kmeans/MiniBatchKMeans/max_no_improvement`|
1.0|`sklearn/sklearn.cluster._kmeans/KMeans/copy_x`|`sklearn/sklearn.cluster._kmeans/KMeans/copy_x`|
1.0|`sklearn/sklearn.cluster._affinity_propagation/AffinityPropagation/convergence_iter`|`sklearn/sklearn.cluster._affinity_propagation/AffinityPropagation/convergence_iter`|
1.0|`sklearn/sklearn.cluster._affinity_propagation/AffinityPropagation/n_iter_`|`sklearn/sklearn.cluster._affinity_propagation/AffinityPropagation/n_iter_`|
1.0|`sklearn/sklearn.cluster._bicluster/SpectralBiclustering/n_components`|`sklearn/sklearn.cluster._bicluster/SpectralBiclustering/n_components`|
1.0|`sklearn/sklearn.cluster._bicluster/SpectralBiclustering/n_best`|`sklearn/sklearn.cluster._bicluster/SpectralBiclustering/n_best`|
1.0|`sklearn/sklearn.cluster._birch/Birch/branching_factor`|`sklearn/sklearn.cluster._birch/Birch/branching_factor`|
1.0|`sklearn/sklearn.cluster._affinity_propagation/AffinityPropagation/verbose`|`sklearn/sklearn.cluster._affinity_propagation/AffinityPropagation/verbose`|
1.0|`sklearn/sklearn.cluster._agglomerative/AgglomerativeClustering/compute_distances`|`sklearn/sklearn.cluster._agglomerative/AgglomerativeClustering/compute_distances`|
1.0|`sklearn/sklearn.cluster._bicluster/BaseSpectral/mini_batch`|`sklearn/sklearn.cluster._bicluster/BaseSpectral/mini_batch`|
1.0|`sklearn/sklearn.cluster._birch/Birch/copy`|`sklearn/sklearn.cluster._birch/Birch/copy`|
1.0|`sklearn/sklearn.cluster._affinity_propagation/AffinityPropagation/copy`|`sklearn/sklearn.cluster._affinity_propagation/AffinityPropagation/copy`|
1.0|`sklearn/sklearn.cluster._birch/_CFSubcluster/n_samples_`|`sklearn/sklearn.cluster._birch/_CFSubcluster/n_samples_`|
1.0|`sklearn/sklearn.cluster._birch/_CFSubcluster/linear_sum_`|`sklearn/sklearn.cluster._birch/_CFSubcluster/linear_sum_`|
1.0|`sklearn/sklearn.cluster._dbscan/DBSCAN/min_samples`|`sklearn/sklearn.cluster._dbscan/DBSCAN/min_samples`|
1.0|`sklearn/sklearn.cluster._dbscan/DBSCAN/leaf_size`|`sklearn/sklearn.cluster._dbscan/DBSCAN/leaf_size`|
1.0|`sklearn/sklearn.cluster._birch/Birch/n_clusters`|`sklearn/sklearn.cluster._birch/Birch/n_clusters`|
1.0|`sklearn/sklearn.cluster._bicluster/BaseSpectral/n_clusters`|`sklearn/sklearn.cluster._bicluster/BaseSpectral/n_clusters`|
1.0|`sklearn/sklearn.cluster._affinity_propagation/AffinityPropagation/max_iter`|`sklearn/sklearn.cluster._affinity_propagation/AffinityPropagation/max_iter`|
1.0|`sklearn/sklearn.cluster._bicluster/BaseSpectral/n_init`|`sklearn/sklearn.cluster._bicluster/BaseSpectral/n_init`|
1.0|`sklearn/sklearn.cluster._spectral/SpectralClustering/assign_labels`|`sklearn/sklearn.cluster._spectral/SpectralClustering/assign_labels`|
1.0|`sklearn/sklearn.cluster._spectral/SpectralClustering/affinity`|`sklearn/sklearn.cluster._spectral/SpectralClustering/affinity`|
1.0|`sklearn/sklearn.cluster._optics/OPTICS/cluster_method`|`sklearn/sklearn.cluster._optics/OPTICS/cluster_method`|
1.0|`sklearn/sklearn.cluster._optics/OPTICS/metric`|`sklearn/sklearn.cluster._optics/OPTICS/metric`|
1.0|`sklearn/sklearn.cluster._optics/OPTICS/algorithm`|`sklearn/sklearn.cluster._optics/OPTICS/algorithm`|
1.0|`sklearn/sklearn.cluster._dbscan/DBSCAN/algorithm`|`sklearn/sklearn.cluster._dbscan/DBSCAN/algorithm`|
1.0|`sklearn/sklearn.cluster._dbscan/DBSCAN/metric`|`sklearn/sklearn.cluster._dbscan/DBSCAN/metric`|
1.0|`sklearn/sklearn.cluster._bicluster/SpectralBiclustering/method`|`sklearn/sklearn.cluster._bicluster/SpectralBiclustering/method`|
1.0|`sklearn/sklearn.cluster._bicluster/BaseSpectral/init`|`sklearn/sklearn.cluster._bicluster/BaseSpectral/init`|
1.0|`sklearn/sklearn.cluster._agglomerative/AgglomerativeClustering/affinity`|`sklearn/sklearn.cluster._agglomerative/AgglomerativeClustering/affinity`|
1.0|`sklearn/sklearn.cluster._agglomerative/AgglomerativeClustering/linkage`|`sklearn/sklearn.cluster._agglomerative/AgglomerativeClustering/linkage`|
1.0|`sklearn/sklearn.cluster._agglomerative/AgglomerativeClustering/compute_full_tree`|`sklearn/sklearn.cluster._agglomerative/AgglomerativeClustering/compute_full_tree`|
1.0|`sklearn/sklearn.cluster._bicluster/SpectralCoclustering/rows_`|`sklearn/sklearn.cluster._bicluster/SpectralCoclustering/rows_`|
1.0|`sklearn/sklearn.cluster._bicluster/SpectralBiclustering/rows_`|`sklearn/sklearn.cluster._bicluster/SpectralBiclustering/rows_`|
1.0|`sklearn/sklearn.cluster._bicluster/SpectralCoclustering/columns_`|`sklearn/sklearn.cluster._bicluster/SpectralCoclustering/columns_`|
1.0|`sklearn/sklearn.cluster._bicluster/SpectralBiclustering/columns_`|`sklearn/sklearn.cluster._bicluster/SpectralBiclustering/columns_`|
1.0|`sklearn/sklearn.cluster._birch/_CFNode/subclusters_`|`sklearn/sklearn.cluster._birch/_CFNode/subclusters_`|
1.0|`sklearn/sklearn.cluster._birch/_CFNode/squared_norm_`|`sklearn/sklearn.cluster._birch/_CFNode/squared_norm_`|
1.0|`sklearn/sklearn.cluster._spectral/SpectralClustering/random_state`|`sklearn/sklearn.cluster._spectral/SpectralClustering/random_state`|
1.0|`sklearn/sklearn.cluster._kmeans/MiniBatchKMeans/_random_state`|`sklearn/sklearn.cluster._kmeans/MiniBatchKMeans/_random_state`|
1.0|`sklearn/sklearn.cluster._bicluster/BaseSpectral/random_state`|`sklearn/sklearn.cluster._bicluster/BaseSpectral/random_state`|
1.0|`sklearn/sklearn.cluster._birch/_CFNode/n_features`|`sklearn/sklearn.cluster._birch/_CFNode/n_features`|
1.0|`sklearn/sklearn.cluster._affinity_propagation/AffinityPropagation/cluster_centers_indices_`|`sklearn/sklearn.cluster._affinity_propagation/AffinityPropagation/cluster_centers_indices_`|
1.0|`sklearn/sklearn.cluster._birch/Birch/subcluster_centers_`|`sklearn/sklearn.cluster._birch/Birch/subcluster_centers_`|
1.0|`sklearn/sklearn.cluster._birch/Birch/_subcluster_norms`|`sklearn/sklearn.cluster._birch/Birch/_subcluster_norms`|
1.0|`sklearn/sklearn.cluster._birch/_CFNode/init_sq_norm_`|`sklearn/sklearn.cluster._birch/_CFNode/init_sq_norm_`|
1.0|`sklearn/sklearn.cluster._birch/_CFSubcluster/sq_norm_`|`sklearn/sklearn.cluster._birch/_CFSubcluster/sq_norm_`|
1.0|`sklearn/sklearn.cluster._dbscan/DBSCAN/components_`|`sklearn/sklearn.cluster._dbscan/DBSCAN/components_`|
1.0|`sklearn/sklearn.cluster._kmeans/KMeans/cluster_centers_`|`sklearn/sklearn.cluster._kmeans/KMeans/cluster_centers_`|
1.0|`sklearn/sklearn.cluster._kmeans/MiniBatchKMeans/_counts`|`sklearn/sklearn.cluster._kmeans/MiniBatchKMeans/_counts`|
1.0|`sklearn/sklearn.cluster._birch/_CFNode/init_centroids_`|`sklearn/sklearn.cluster._birch/_CFNode/init_centroids_`|
1.0|`sklearn/sklearn.cluster._mean_shift/MeanShift/labels_`|`sklearn/sklearn.cluster._mean_shift/MeanShift/labels_`|
1.0|`sklearn/sklearn.cluster._agglomerative/AgglomerativeClustering/labels_`|`sklearn/sklearn.cluster._agglomerative/AgglomerativeClustering/labels_`|
1.0|`sklearn/sklearn.cluster._affinity_propagation/AffinityPropagation/labels_`|`sklearn/sklearn.cluster._affinity_propagation/AffinityPropagation/labels_`|
1.0|`sklearn/sklearn.cluster._kmeans/MiniBatchKMeans/reassignment_ratio`|`sklearn/sklearn.cluster._kmeans/MiniBatchKMeans/reassignment_ratio`|
1.0|`sklearn/sklearn.cluster._birch/Birch/threshold`|`sklearn/sklearn.cluster._birch/Birch/threshold`|
1.0|`sklearn.base/BiclusterMixin/get_submatrix/data`|`sklearn.base/BiclusterMixin/get_submatrix/data`|
1.0|`sklearn.cluster._affinity_propagation/AffinityPropagation/__init__/copy`|`sklearn.cluster._affinity_propagation/AffinityPropagation/__init__/copy`|
1.0|`sklearn.cluster._affinity_propagation/AffinityPropagation/__init__/preference`|`sklearn.cluster._affinity_propagation/AffinityPropagation/__init__/preference`|
1.0|`sklearn.cluster._affinity_propagation/AffinityPropagation/__init__/affinity`|`sklearn.cluster._affinity_propagation/AffinityPropagation/__init__/affinity`|
1.0|`sklearn.cluster._affinity_propagation/AffinityPropagation/__init__/verbose`|`sklearn.cluster._affinity_propagation/AffinityPropagation/__init__/verbose`|
1.0|`sklearn.cluster._bicluster/SpectralBiclustering/__init__/n_clusters`|`sklearn.cluster._bicluster/SpectralBiclustering/__init__/n_clusters`|
1.0|`sklearn.cluster._bicluster/SpectralBiclustering/__init__/n_components`|`sklearn.cluster._bicluster/SpectralBiclustering/__init__/n_components`|
1.0|`sklearn.cluster._birch/Birch/__init__/threshold`|`sklearn.cluster._birch/Birch/__init__/threshold`|
1.0|`sklearn.cluster._birch/Birch/__init__/branching_factor`|`sklearn.cluster._birch/Birch/__init__/branching_factor`|
1.0|`sklearn.cluster._birch/Birch/__init__/compute_labels`|`sklearn.cluster._birch/Birch/__init__/compute_labels`|
1.0|`sklearn.cluster._birch/Birch/__init__/copy`|`sklearn.cluster._birch/Birch/__init__/copy`|
1.0|`sklearn.cluster._birch/Birch/partial_fit/X`|`sklearn.cluster._birch/Birch/partial_fit/X`|
1.0|`sklearn.cluster._birch/_CFNode/__init__/threshold`|`sklearn.cluster._birch/_CFNode/__init__/threshold`|
1.0|`sklearn.cluster._birch/_CFSubcluster/__init__/linear_sum`|`sklearn.cluster._birch/_CFSubcluster/__init__/linear_sum`|
1.0|`sklearn.cluster._dbscan/DBSCAN/__init__/p`|`sklearn.cluster._dbscan/DBSCAN/__init__/p`|
1.0|`sklearn.cluster._kmeans/MiniBatchKMeans/__init__/compute_labels`|`sklearn.cluster._kmeans/MiniBatchKMeans/__init__/compute_labels`|
1.0|`sklearn.cluster._kmeans/MiniBatchKMeans/__init__/max_no_improvement`|`sklearn.cluster._kmeans/MiniBatchKMeans/__init__/max_no_improvement`|
1.0|`sklearn.cluster._mean_shift/MeanShift/__init__/bandwidth`|`sklearn.cluster._mean_shift/MeanShift/__init__/bandwidth`|
1.0|`sklearn.cluster._mean_shift/MeanShift/__init__/seeds`|`sklearn.cluster._mean_shift/MeanShift/__init__/seeds`|
1.0|`sklearn.cluster._optics/OPTICS/__init__/min_samples`|`sklearn.cluster._optics/OPTICS/__init__/min_samples`|
1.0|`sklearn.cluster._optics/OPTICS/__init__/metric_params`|`sklearn.cluster._optics/OPTICS/__init__/metric_params`|
1.0|`sklearn.cluster._optics/OPTICS/__init__/cluster_method`|`sklearn.cluster._optics/OPTICS/__init__/cluster_method`|
1.0|`sklearn.cluster._optics/OPTICS/__init__/eps`|`sklearn.cluster._optics/OPTICS/__init__/eps`|
1.0|`sklearn.cluster._optics/OPTICS/__init__/predecessor_correction`|`sklearn.cluster._optics/OPTICS/__init__/predecessor_correction`|
1.0|`sklearn.cluster._spectral/SpectralClustering/__init__/gamma`|`sklearn.cluster._spectral/SpectralClustering/__init__/gamma`|
1.0|`sklearn.cluster._spectral/SpectralClustering/__init__/affinity`|`sklearn.cluster._spectral/SpectralClustering/__init__/affinity`|
1.0|`sklearn.cluster._spectral/SpectralClustering/__init__/n_neighbors`|`sklearn.cluster._spectral/SpectralClustering/__init__/n_neighbors`|
1.0|`sklearn.cluster._spectral/SpectralClustering/__init__/degree`|`sklearn.cluster._spectral/SpectralClustering/__init__/degree`|
1.0|`sklearn.cluster._spectral/SpectralClustering/__init__/coef0`|`sklearn.cluster._spectral/SpectralClustering/__init__/coef0`|
1.0|`sklearn.cluster._spectral/SpectralClustering/__init__/kernel_params`|`sklearn.cluster._spectral/SpectralClustering/__init__/kernel_params`|
1.0|`sklearn.cluster._spectral/SpectralClustering/__init__/n_jobs`|`sklearn.cluster._spectral/SpectralClustering/__init__/n_jobs`|
1.0|`sklearn.cluster._spectral/SpectralClustering/__init__/n_clusters`|`sklearn.cluster._spectral/SpectralClustering/__init__/n_clusters`|
1.0|`sklearn.cluster._optics/OPTICS/__init__/n_jobs`|`sklearn.cluster._optics/OPTICS/__init__/n_jobs`|
1.0|`sklearn.cluster._mean_shift/MeanShift/__init__/max_iter`|`sklearn.cluster._mean_shift/MeanShift/__init__/max_iter`|
1.0|`sklearn.cluster._mean_shift/MeanShift/__init__/min_bin_freq`|`sklearn.cluster._mean_shift/MeanShift/__init__/min_bin_freq`|
1.0|`sklearn.base/BiclusterMixin/get_submatrix/i`|`sklearn.base/BiclusterMixin/get_submatrix/i`|
1.0|`sklearn.base/BiclusterMixin/get_shape/i`|`sklearn.base/BiclusterMixin/get_shape/i`|
1.0|`sklearn.base/BiclusterMixin/get_indices/i`|`sklearn.base/BiclusterMixin/get_indices/i`|
1.0|`sklearn.cluster._affinity_propagation/AffinityPropagation/__init__/convergence_iter`|`sklearn.cluster._affinity_propagation/AffinityPropagation/__init__/convergence_iter`|
1.0|`sklearn.cluster._birch/_CFNode/__init__/branching_factor`|`sklearn.cluster._birch/_CFNode/__init__/branching_factor`|
1.0|`sklearn.cluster._birch/_CFNode/__init__/n_features`|`sklearn.cluster._birch/_CFNode/__init__/n_features`|
1.0|`sklearn.cluster._dbscan/DBSCAN/__init__/n_jobs`|`sklearn.cluster._dbscan/DBSCAN/__init__/n_jobs`|
1.0|`sklearn.cluster._kmeans/MiniBatchKMeans/__init__/n_clusters`|`sklearn.cluster._kmeans/MiniBatchKMeans/__init__/n_clusters`|
1.0|`sklearn.cluster._agglomerative/FeatureAgglomeration/__init__/compute_distances`|`sklearn.cluster._agglomerative/FeatureAgglomeration/__init__/compute_distances`|
1.0|`sklearn.cluster._agglomerative/AgglomerativeClustering/__init__/compute_distances`|`sklearn.cluster._agglomerative/AgglomerativeClustering/__init__/compute_distances`|
1.0|`sklearn.cluster._bicluster/SpectralCoclustering/__init__/n_svd_vecs`|`sklearn.cluster._bicluster/SpectralCoclustering/__init__/n_svd_vecs`|
1.0|`sklearn.cluster._bicluster/SpectralBiclustering/__init__/n_svd_vecs`|`sklearn.cluster._bicluster/SpectralBiclustering/__init__/n_svd_vecs`|
1.0|`sklearn.cluster._bicluster/SpectralCoclustering/__init__/mini_batch`|`sklearn.cluster._bicluster/SpectralCoclustering/__init__/mini_batch`|
1.0|`sklearn.cluster._bicluster/SpectralBiclustering/__init__/mini_batch`|`sklearn.cluster._bicluster/SpectralBiclustering/__init__/mini_batch`|
1.0|`sklearn.cluster._agglomerative/AgglomerativeClustering/__init__/compute_full_tree`|`sklearn.cluster._agglomerative/AgglomerativeClustering/__init__/compute_full_tree`|
1.0|`sklearn.cluster._agglomerative/FeatureAgglomeration/__init__/memory`|`sklearn.cluster._agglomerative/FeatureAgglomeration/__init__/memory`|
1.0|`sklearn.cluster._agglomerative/AgglomerativeClustering/__init__/memory`|`sklearn.cluster._agglomerative/AgglomerativeClustering/__init__/memory`|
1.0|`sklearn.cluster._dbscan/DBSCAN/__init__/eps`|`sklearn.cluster._dbscan/DBSCAN/__init__/eps`|
1.0|`sklearn.cluster._dbscan/DBSCAN/__init__/min_samples`|`sklearn.cluster._dbscan/DBSCAN/__init__/min_samples`|
1.0|`sklearn.cluster._dbscan/DBSCAN/__init__/metric_params`|`sklearn.cluster._dbscan/DBSCAN/__init__/metric_params`|
1.0|`sklearn.cluster._kmeans/KMeans/__init__/tol`|`sklearn.cluster._kmeans/KMeans/__init__/tol`|
1.0|`sklearn.cluster._mean_shift/MeanShift/__init__/cluster_all`|`sklearn.cluster._mean_shift/MeanShift/__init__/cluster_all`|
1.0|`sklearn.cluster._spectral/SpectralClustering/__init__/verbose`|`sklearn.cluster._spectral/SpectralClustering/__init__/verbose`|
1.0|`sklearn.cluster._spectral/SpectralClustering/fit_predict/X`|`sklearn.cluster._spectral/SpectralClustering/fit_predict/X`|
1.0|`sklearn.cluster._spectral/SpectralClustering/fit_predict/self`|`sklearn.cluster._spectral/SpectralClustering/fit_predict/self`|
1.0|`sklearn.cluster._spectral/SpectralClustering/fit/X`|`sklearn.cluster._spectral/SpectralClustering/fit/X`|
1.0|`sklearn.cluster._spectral/SpectralClustering/fit/self`|`sklearn.cluster._spectral/SpectralClustering/fit/self`|
1.0|`sklearn.cluster._spectral/SpectralClustering/_more_tags/self`|`sklearn.cluster._spectral/SpectralClustering/_more_tags/self`|
1.0|`sklearn.cluster._spectral/SpectralClustering/__init__/self`|`sklearn.cluster._spectral/SpectralClustering/__init__/self`|
1.0|`sklearn.cluster._optics/OPTICS/fit/self`|`sklearn.cluster._optics/OPTICS/fit/self`|
1.0|`sklearn.cluster._optics/OPTICS/__init__/self`|`sklearn.cluster._optics/OPTICS/__init__/self`|
1.0|`sklearn.cluster._mean_shift/MeanShift/predict/self`|`sklearn.cluster._mean_shift/MeanShift/predict/self`|
1.0|`sklearn.cluster._mean_shift/MeanShift/fit/X`|`sklearn.cluster._mean_shift/MeanShift/fit/X`|
1.0|`sklearn.cluster._mean_shift/MeanShift/fit/self`|`sklearn.cluster._mean_shift/MeanShift/fit/self`|
1.0|`sklearn.cluster._mean_shift/MeanShift/__init__/self`|`sklearn.cluster._mean_shift/MeanShift/__init__/self`|
1.0|`sklearn.cluster._affinity_propagation/AffinityPropagation/fit_predict/X`|`sklearn.cluster._affinity_propagation/AffinityPropagation/fit_predict/X`|
1.0|`sklearn.cluster._affinity_propagation/AffinityPropagation/fit/X`|`sklearn.cluster._affinity_propagation/AffinityPropagation/fit/X`|
1.0|`sklearn.cluster._affinity_propagation/AffinityPropagation/predict/X`|`sklearn.cluster._affinity_propagation/AffinityPropagation/predict/X`|
1.0|`sklearn.cluster._agglomerative/AgglomerativeClustering/fit_predict/X`|`sklearn.cluster._agglomerative/AgglomerativeClustering/fit_predict/X`|
1.0|`sklearn.cluster._birch/Birch/transform/X`|`sklearn.cluster._birch/Birch/transform/X`|
1.0|`sklearn.cluster._birch/Birch/predict/X`|`sklearn.cluster._birch/Birch/predict/X`|
1.0|`sklearn.cluster._birch/Birch/fit/X`|`sklearn.cluster._birch/Birch/fit/X`|
1.0|`sklearn.cluster._dbscan/DBSCAN/fit_predict/X`|`sklearn.cluster._dbscan/DBSCAN/fit_predict/X`|
