cluster
**Similarity**|**APIV1**|**APIV2**|**comment**
:-----:|:-----:|:-----:|:----:|
1.0|`sklearn.tree._classes/BaseDecisionTree/__init__/max_depth`|`sklearn.tree._classes/BaseDecisionTree/__init__/max_depth`|
1.0|`sklearn.tree._classes/BaseDecisionTree/__init__/splitter`|`sklearn.tree._classes/BaseDecisionTree/__init__/splitter`|
1.0|`sklearn.tree._classes/BaseDecisionTree/__init__/criterion`|`sklearn.tree._classes/BaseDecisionTree/__init__/criterion`|
1.0|`sklearn.tree._classes/BaseDecisionTree/__init__/self`|`sklearn.tree._classes/BaseDecisionTree/__init__/self`|
1.0|`sklearn.tree._classes/DecisionTreeClassifier/__init__/max_depth`|`sklearn.tree._classes/DecisionTreeClassifier/__init__/max_depth`|
1.0|`sklearn.tree._classes/DecisionTreeClassifier/__init__/min_samples_split`|`sklearn.tree._classes/DecisionTreeClassifier/__init__/min_samples_split`|
1.0|`sklearn.tree._classes/DecisionTreeClassifier/__init__/min_weight_fraction_leaf`|`sklearn.tree._classes/DecisionTreeClassifier/__init__/min_weight_fraction_leaf`|
1.0|`sklearn.tree._classes/DecisionTreeClassifier/__init__/random_state`|`sklearn.tree._classes/DecisionTreeClassifier/__init__/random_state`|
1.0|`sklearn.tree._classes/DecisionTreeClassifier/__init__/max_leaf_nodes`|`sklearn.tree._classes/DecisionTreeClassifier/__init__/max_leaf_nodes`|
0.9792|`sklearn.tree._classes/DecisionTreeRegressor/fit/check_input`|`sklearn.tree._classes/DecisionTreeRegressor/fit/check_input`|
0.9792|`sklearn.tree._classes/DecisionTreeClassifier/predict_proba/check_input`|`sklearn.tree._classes/DecisionTreeClassifier/predict_proba/check_input`|
0.9792|`sklearn.tree._classes/DecisionTreeClassifier/fit/check_input`|`sklearn.tree._classes/DecisionTreeClassifier/fit/check_input`|
0.9792|`sklearn.tree._classes/BaseDecisionTree/predict/check_input`|`sklearn.tree._classes/BaseDecisionTree/predict/check_input`|
0.9792|`sklearn.tree._classes/BaseDecisionTree/decision_path/check_input`|`sklearn.tree._classes/BaseDecisionTree/decision_path/check_input`|
0.9792|`sklearn.tree._classes/BaseDecisionTree/apply/check_input`|`sklearn.tree._classes/BaseDecisionTree/apply/check_input`|
0.8588|`sklearn.tree._classes/ExtraTreeClassifier/__init__/max_features`|`sklearn.tree._classes/ExtraTreeClassifier/__init__/max_features`|
0.8|`sklearn.tree._export/_DOTTreeExporter/__init__/out_file`|`sklearn.tree._export/_DOTTreeExporter/__init__/out_file`|
0.7931|`sklearn.tree._classes/ExtraTreeClassifier/__init__/criterion`|`sklearn.tree._classes/ExtraTreeClassifier/__init__/criterion`|
0.7931|`sklearn.tree._classes/DecisionTreeClassifier/__init__/criterion`|`sklearn.tree._classes/DecisionTreeClassifier/__init__/criterion`|
0.7801|`sklearn.tree._classes/ExtraTreeRegressor/__init__/max_features`|`sklearn.tree._classes/ExtraTreeRegressor/__init__/max_features`|
0.7468|`sklearn.tree._classes/DecisionTreeRegressor/__init__/criterion`|`sklearn.tree._classes/DecisionTreeRegressor/__init__/criterion`|
0.6706|`sklearn.tree._classes/ExtraTreeRegressor/__init__/criterion`|`sklearn.tree._classes/ExtraTreeRegressor/__init__/criterion`|
0.5|`sklearn/sklearn.tree._reingold_tilford/Tree/children`|`sklearn/sklearn.tree._reingold_tilford/Tree/children`|
-|`sklearn/sklearn.cluster._agglomerative/_single_linkage_tree/connectivity`||
-|`sklearn/sklearn.cluster._agglomerative/_single_linkage_tree/n_samples`||
-|`sklearn/sklearn.cluster._agglomerative/_single_linkage_tree/n_nodes`||
-|`sklearn/sklearn.cluster._agglomerative/_single_linkage_tree/n_clusters`||
-|`sklearn/sklearn.cluster._agglomerative/_single_linkage_tree/n_connected_components`||
-|`sklearn/sklearn.cluster._agglomerative/_single_linkage_tree/return_distance`||
-|`sklearn/sklearn.cluster._agglomerative/linkage_tree/X`||
-|`sklearn/sklearn.cluster._agglomerative/linkage_tree/connectivity`||
-|`sklearn/sklearn.cluster._agglomerative/linkage_tree/n_clusters`||
-|`sklearn/sklearn.cluster._agglomerative/linkage_tree/linkage`||
-|`sklearn/sklearn.cluster._agglomerative/linkage_tree/affinity`||
-|`sklearn/sklearn.cluster._agglomerative/linkage_tree/return_distance`||
-|`sklearn/sklearn.cluster._agglomerative/ward_tree/X`||
-|`sklearn/sklearn.cluster._agglomerative/ward_tree/connectivity`||
-|`sklearn/sklearn.cluster._agglomerative/ward_tree/n_clusters`||
-|`sklearn/sklearn.cluster._agglomerative/ward_tree/return_distance`||
-|`sklearn/sklearn.ensemble._forest/_parallel_build_trees/tree`||
-|`sklearn/sklearn.ensemble._forest/_parallel_build_trees/forest`||
-|`sklearn/sklearn.ensemble._forest/_parallel_build_trees/X`||
-|`sklearn/sklearn.ensemble._forest/_parallel_build_trees/y`||
-|`sklearn/sklearn.ensemble._forest/_parallel_build_trees/sample_weight`||
-|`sklearn/sklearn.ensemble._forest/_parallel_build_trees/tree_idx`||
-|`sklearn/sklearn.ensemble._forest/_parallel_build_trees/n_trees`||
-|`sklearn/sklearn.ensemble._forest/_parallel_build_trees/verbose`||
-|`sklearn/sklearn.ensemble._forest/_parallel_build_trees/class_weight`||
-|`sklearn/sklearn.ensemble._forest/_parallel_build_trees/n_samples_bootstrap`||
-|`sklearn/sklearn.neighbors._base/_tree_query_parallel_helper/tree`||
-|`sklearn/sklearn.neighbors._base/_tree_query_parallel_helper/args`||
-|`sklearn/sklearn.neighbors._base/_tree_query_parallel_helper/kwargs`||
-|`sklearn/sklearn.neighbors._base/_tree_query_radius_parallel_helper/tree`||
-|`sklearn/sklearn.neighbors._base/_tree_query_radius_parallel_helper/args`||
-|`sklearn/sklearn.neighbors._base/_tree_query_radius_parallel_helper/kwargs`||
-|`sklearn/sklearn.tree._export/_color_brew/n`||
-|`sklearn/sklearn.tree._export/_compute_depth/tree`||
-|`sklearn/sklearn.tree._export/_compute_depth/node`||
-|`sklearn/sklearn.tree._export/export_graphviz/decision_tree`||
-|`sklearn/sklearn.tree._export/export_graphviz/out_file`||
-|`sklearn/sklearn.tree._export/export_graphviz/max_depth`||
-|`sklearn/sklearn.tree._export/export_graphviz/feature_names`||
-|`sklearn/sklearn.tree._export/export_graphviz/class_names`||
-|`sklearn/sklearn.tree._export/export_graphviz/label`||
-|`sklearn/sklearn.tree._export/export_graphviz/filled`||
-|`sklearn/sklearn.tree._export/export_graphviz/leaves_parallel`||
-|`sklearn/sklearn.tree._export/export_graphviz/impurity`||
-|`sklearn/sklearn.tree._export/export_graphviz/node_ids`||
-|`sklearn/sklearn.tree._export/export_graphviz/proportion`||
-|`sklearn/sklearn.tree._export/export_graphviz/rotate`||
-|`sklearn/sklearn.tree._export/export_graphviz/rounded`||
-|`sklearn/sklearn.tree._export/export_graphviz/special_characters`||
-|`sklearn/sklearn.tree._export/export_graphviz/precision`||
-|`sklearn/sklearn.tree._export/export_text/decision_tree`||
-|`sklearn/sklearn.tree._export/export_text/feature_names`||
-|`sklearn/sklearn.tree._export/export_text/max_depth`||
-|`sklearn/sklearn.tree._export/export_text/spacing`||
-|`sklearn/sklearn.tree._export/export_text/decimals`||
-|`sklearn/sklearn.tree._export/export_text/show_weights`||
-|`sklearn/sklearn.tree._export/plot_tree/decision_tree`||
-|`sklearn/sklearn.tree._export/plot_tree/max_depth`||
-|`sklearn/sklearn.tree._export/plot_tree/feature_names`||
-|`sklearn/sklearn.tree._export/plot_tree/class_names`||
-|`sklearn/sklearn.tree._export/plot_tree/label`||
-|`sklearn/sklearn.tree._export/plot_tree/filled`||
-|`sklearn/sklearn.tree._export/plot_tree/impurity`||
-|`sklearn/sklearn.tree._export/plot_tree/node_ids`||
-|`sklearn/sklearn.tree._export/plot_tree/proportion`||
-|`sklearn/sklearn.tree._export/plot_tree/rotate`||
-|`sklearn/sklearn.tree._export/plot_tree/rounded`||
-|`sklearn/sklearn.tree._export/plot_tree/precision`||
-|`sklearn/sklearn.tree._export/plot_tree/ax`||
-|`sklearn/sklearn.tree._export/plot_tree/fontsize`||
-|`sklearn/sklearn.tree._reingold_tilford/ancestor/vil`||
-|`sklearn/sklearn.tree._reingold_tilford/ancestor/v`||
-|`sklearn/sklearn.tree._reingold_tilford/ancestor/default_ancestor`||
-|`sklearn/sklearn.tree._reingold_tilford/apportion/v`||
-|`sklearn/sklearn.tree._reingold_tilford/apportion/default_ancestor`||
-|`sklearn/sklearn.tree._reingold_tilford/apportion/distance`||
-|`sklearn/sklearn.tree._reingold_tilford/buchheim/tree`||
-|`sklearn/sklearn.tree._reingold_tilford/execute_shifts/v`||
-|`sklearn/sklearn.tree._reingold_tilford/first_walk/v`||
-|`sklearn/sklearn.tree._reingold_tilford/first_walk/distance`||
-|`sklearn/sklearn.tree._reingold_tilford/move_subtree/wl`||
-|`sklearn/sklearn.tree._reingold_tilford/move_subtree/wr`||
-|`sklearn/sklearn.tree._reingold_tilford/move_subtree/shift`||
-|`sklearn/sklearn.tree._reingold_tilford/second_walk/v`||
-|`sklearn/sklearn.tree._reingold_tilford/second_walk/m`||
-|`sklearn/sklearn.tree._reingold_tilford/second_walk/depth`||
-|`sklearn/sklearn.tree._reingold_tilford/second_walk/min`||
-|`sklearn/sklearn.tree._reingold_tilford/third_walk/tree`||
-|`sklearn/sklearn.tree._reingold_tilford/third_walk/n`||
-|`sklearn/sklearn.tree.setup/configuration/parent_package`||
-|`sklearn/sklearn.tree.setup/configuration/top_path`||
-||`sklearn/sklearn.tree._classes/DecisionTreeClassifier/_more_tags`|
-||`sklearn/sklearn.cluster._agglomerative/_single_linkage_tree/connectivity`|
-||`sklearn/sklearn.cluster._agglomerative/_single_linkage_tree/n_samples`|
-||`sklearn/sklearn.cluster._agglomerative/_single_linkage_tree/n_nodes`|
-||`sklearn/sklearn.cluster._agglomerative/_single_linkage_tree/n_clusters`|
-||`sklearn/sklearn.cluster._agglomerative/_single_linkage_tree/n_connected_components`|
-||`sklearn/sklearn.cluster._agglomerative/_single_linkage_tree/return_distance`|
-||`sklearn/sklearn.cluster._agglomerative/linkage_tree/X`|
-||`sklearn/sklearn.cluster._agglomerative/linkage_tree/connectivity`|
-||`sklearn/sklearn.cluster._agglomerative/linkage_tree/n_clusters`|
-||`sklearn/sklearn.cluster._agglomerative/linkage_tree/linkage`|
-||`sklearn/sklearn.cluster._agglomerative/linkage_tree/affinity`|
-||`sklearn/sklearn.cluster._agglomerative/linkage_tree/return_distance`|
-||`sklearn/sklearn.cluster._agglomerative/ward_tree/X`|
-||`sklearn/sklearn.cluster._agglomerative/ward_tree/connectivity`|
-||`sklearn/sklearn.cluster._agglomerative/ward_tree/n_clusters`|
-||`sklearn/sklearn.cluster._agglomerative/ward_tree/return_distance`|
-||`sklearn/sklearn.ensemble._forest/_parallel_build_trees/tree`|
-||`sklearn/sklearn.ensemble._forest/_parallel_build_trees/bootstrap`|
-||`sklearn/sklearn.ensemble._forest/_parallel_build_trees/X`|
-||`sklearn/sklearn.ensemble._forest/_parallel_build_trees/y`|
-||`sklearn/sklearn.ensemble._forest/_parallel_build_trees/sample_weight`|
-||`sklearn/sklearn.ensemble._forest/_parallel_build_trees/tree_idx`|
-||`sklearn/sklearn.ensemble._forest/_parallel_build_trees/n_trees`|
-||`sklearn/sklearn.ensemble._forest/_parallel_build_trees/verbose`|
-||`sklearn/sklearn.ensemble._forest/_parallel_build_trees/class_weight`|
-||`sklearn/sklearn.ensemble._forest/_parallel_build_trees/n_samples_bootstrap`|
-||`sklearn/sklearn.neighbors._base/_tree_query_parallel_helper/tree`|
-||`sklearn/sklearn.neighbors._base/_tree_query_parallel_helper/args`|
-||`sklearn/sklearn.neighbors._base/_tree_query_parallel_helper/kwargs`|
-||`sklearn/sklearn.neighbors._base/_tree_query_radius_parallel_helper/tree`|
-||`sklearn/sklearn.neighbors._base/_tree_query_radius_parallel_helper/args`|
-||`sklearn/sklearn.neighbors._base/_tree_query_radius_parallel_helper/kwargs`|
-||`sklearn/sklearn.tree._export/_color_brew/n`|
-||`sklearn/sklearn.tree._export/_compute_depth/tree`|
-||`sklearn/sklearn.tree._export/_compute_depth/node`|
-||`sklearn/sklearn.tree._export/export_graphviz/decision_tree`|
-||`sklearn/sklearn.tree._export/export_graphviz/out_file`|
-||`sklearn/sklearn.tree._export/export_graphviz/max_depth`|
-||`sklearn/sklearn.tree._export/export_graphviz/feature_names`|
-||`sklearn/sklearn.tree._export/export_graphviz/class_names`|
-||`sklearn/sklearn.tree._export/export_graphviz/label`|
-||`sklearn/sklearn.tree._export/export_graphviz/filled`|
-||`sklearn/sklearn.tree._export/export_graphviz/leaves_parallel`|
-||`sklearn/sklearn.tree._export/export_graphviz/impurity`|
-||`sklearn/sklearn.tree._export/export_graphviz/node_ids`|
-||`sklearn/sklearn.tree._export/export_graphviz/proportion`|
-||`sklearn/sklearn.tree._export/export_graphviz/rotate`|
-||`sklearn/sklearn.tree._export/export_graphviz/rounded`|
-||`sklearn/sklearn.tree._export/export_graphviz/special_characters`|
-||`sklearn/sklearn.tree._export/export_graphviz/precision`|
-||`sklearn/sklearn.tree._export/export_graphviz/fontname`|
-||`sklearn/sklearn.tree._export/export_text/decision_tree`|
-||`sklearn/sklearn.tree._export/export_text/feature_names`|
-||`sklearn/sklearn.tree._export/export_text/max_depth`|
-||`sklearn/sklearn.tree._export/export_text/spacing`|
-||`sklearn/sklearn.tree._export/export_text/decimals`|
-||`sklearn/sklearn.tree._export/export_text/show_weights`|
-||`sklearn/sklearn.tree._export/plot_tree/decision_tree`|
-||`sklearn/sklearn.tree._export/plot_tree/max_depth`|
-||`sklearn/sklearn.tree._export/plot_tree/feature_names`|
-||`sklearn/sklearn.tree._export/plot_tree/class_names`|
-||`sklearn/sklearn.tree._export/plot_tree/label`|
-||`sklearn/sklearn.tree._export/plot_tree/filled`|
-||`sklearn/sklearn.tree._export/plot_tree/impurity`|
-||`sklearn/sklearn.tree._export/plot_tree/node_ids`|
-||`sklearn/sklearn.tree._export/plot_tree/proportion`|
-||`sklearn/sklearn.tree._export/plot_tree/rounded`|
-||`sklearn/sklearn.tree._export/plot_tree/precision`|
-||`sklearn/sklearn.tree._export/plot_tree/ax`|
-||`sklearn/sklearn.tree._export/plot_tree/fontsize`|
-||`sklearn/sklearn.tree._reingold_tilford/ancestor/vil`|
-||`sklearn/sklearn.tree._reingold_tilford/ancestor/v`|
-||`sklearn/sklearn.tree._reingold_tilford/ancestor/default_ancestor`|
-||`sklearn/sklearn.tree._reingold_tilford/apportion/v`|
-||`sklearn/sklearn.tree._reingold_tilford/apportion/default_ancestor`|
-||`sklearn/sklearn.tree._reingold_tilford/apportion/distance`|
-||`sklearn/sklearn.tree._reingold_tilford/buchheim/tree`|
-||`sklearn/sklearn.tree._reingold_tilford/execute_shifts/v`|
-||`sklearn/sklearn.tree._reingold_tilford/first_walk/v`|
-||`sklearn/sklearn.tree._reingold_tilford/first_walk/distance`|
-||`sklearn/sklearn.tree._reingold_tilford/move_subtree/wl`|
-||`sklearn/sklearn.tree._reingold_tilford/move_subtree/wr`|
-||`sklearn/sklearn.tree._reingold_tilford/move_subtree/shift`|
-||`sklearn/sklearn.tree._reingold_tilford/second_walk/v`|
-||`sklearn/sklearn.tree._reingold_tilford/second_walk/m`|
-||`sklearn/sklearn.tree._reingold_tilford/second_walk/depth`|
-||`sklearn/sklearn.tree._reingold_tilford/second_walk/min`|
-||`sklearn/sklearn.tree._reingold_tilford/third_walk/tree`|
-||`sklearn/sklearn.tree._reingold_tilford/third_walk/n`|
-||`sklearn/sklearn.tree._classes/BaseDecisionTree/n_classes_`|
-||`sklearn/sklearn.tree._export/_DOTTreeExporter/fontname`|
-|`sklearn/sklearn.tree._classes/BaseDecisionTree/feature_importances_/self`||
-|`sklearn/sklearn.tree._classes/DecisionTreeClassifier/fit/X_idx_sorted`||
-|`sklearn/sklearn.tree._classes/DecisionTreeRegressor/fit/X_idx_sorted`||
-||`sklearn/sklearn.tree._classes/BaseDecisionTree/feature_importances_/self`|
-||`sklearn/sklearn.tree._classes/DecisionTreeClassifier/_more_tags/self`|
-||`sklearn/sklearn.tree._export/_DOTTreeExporter/__init__/fontname`|
0.9464|`sklearn/sklearn.tree._classes/BaseDecisionTree/n_features_, sklearn/sklearn.tree._classes/BaseDecisionTree/n_features_in_`|`sklearn/sklearn.tree._classes/BaseDecisionTree/n_features_in_`|
0.825|`sklearn/sklearn.tree._classes/BaseDecisionTree/classes_, sklearn/sklearn.tree._classes/BaseDecisionTree/n_classes_`|`sklearn/sklearn.tree._classes/BaseDecisionTree/classes_`|
0.8114|`sklearn.tree._classes/ExtraTreeRegressor/__init__/min_impurity_decrease, sklearn.tree._classes/ExtraTreeRegressor/__init__/min_impurity_split`|`sklearn.tree._classes/ExtraTreeRegressor/__init__/min_impurity_decrease`|
0.8114|`sklearn.tree._classes/ExtraTreeClassifier/__init__/min_impurity_decrease, sklearn.tree._classes/ExtraTreeClassifier/__init__/min_impurity_split`|`sklearn.tree._classes/ExtraTreeClassifier/__init__/min_impurity_decrease`|
0.9759|`sklearn.tree._classes/BaseDecisionTree/__init__/min_samples_split, sklearn.tree._classes/BaseDecisionTree/__init__/min_impurity_decrease, sklearn.tree._classes/BaseDecisionTree/__init__/min_impurity_split`|`sklearn.tree._classes/BaseDecisionTree/__init__/min_samples_split, sklearn.tree._classes/BaseDecisionTree/__init__/min_impurity_decrease`|
0.9519|`sklearn/sklearn.tree._classes/BaseDecisionTree/min_impurity_decrease, sklearn/sklearn.tree._classes/BaseDecisionTree/min_samples_split, sklearn/sklearn.tree._classes/BaseDecisionTree/min_impurity_split`|`sklearn/sklearn.tree._classes/BaseDecisionTree/min_impurity_decrease, sklearn/sklearn.tree._classes/BaseDecisionTree/min_samples_split`|
0.8942|`sklearn.tree._classes/DecisionTreeClassifier/__init__/min_impurity_decrease, sklearn.tree._classes/DecisionTreeClassifier/__init__/max_features, sklearn.tree._classes/DecisionTreeClassifier/__init__/min_impurity_split`|`sklearn.tree._classes/DecisionTreeClassifier/__init__/min_impurity_decrease, sklearn.tree._classes/DecisionTreeClassifier/__init__/max_features`|
0.8856|`sklearn.tree._classes/DecisionTreeRegressor/__init__/max_features, sklearn.tree._classes/DecisionTreeRegressor/__init__/min_impurity_decrease, sklearn.tree._classes/DecisionTreeRegressor/__init__/min_impurity_split`|`sklearn.tree._classes/DecisionTreeRegressor/__init__/max_features, sklearn.tree._classes/DecisionTreeRegressor/__init__/min_impurity_decrease`|
0.9755|`sklearn.tree._classes/BaseDecisionTree/fit/X, sklearn.tree._classes/BaseDecisionTree/fit/y, sklearn.tree._classes/BaseDecisionTree/fit/sample_weight, sklearn.tree._classes/BaseDecisionTree/fit/check_input, sklearn.tree._classes/BaseDecisionTree/fit/X_idx_sorted`|`sklearn.tree._classes/BaseDecisionTree/fit/X, sklearn.tree._classes/BaseDecisionTree/fit/y, sklearn.tree._classes/BaseDecisionTree/fit/sample_weight, sklearn.tree._classes/BaseDecisionTree/fit/check_input`|
0.9943|`sklearn.tree._export/_MPLTreeExporter/__init__/filled, sklearn.tree._export/_MPLTreeExporter/__init__/impurity, sklearn.tree._export/_MPLTreeExporter/__init__/node_ids, sklearn.tree._export/_MPLTreeExporter/__init__/proportion, sklearn.tree._export/_MPLTreeExporter/__init__/rotate, sklearn.tree._export/_MPLTreeExporter/__init__/rounded`|`sklearn.tree._export/_MPLTreeExporter/__init__/filled, sklearn.tree._export/_MPLTreeExporter/__init__/impurity, sklearn.tree._export/_MPLTreeExporter/__init__/node_ids, sklearn.tree._export/_MPLTreeExporter/__init__/proportion, sklearn.tree._export/_MPLTreeExporter/__init__/rounded`|
0.9943|`sklearn.tree._export/_BaseTreeExporter/__init__/filled, sklearn.tree._export/_BaseTreeExporter/__init__/impurity, sklearn.tree._export/_BaseTreeExporter/__init__/node_ids, sklearn.tree._export/_BaseTreeExporter/__init__/proportion, sklearn.tree._export/_BaseTreeExporter/__init__/rotate, sklearn.tree._export/_BaseTreeExporter/__init__/rounded`|`sklearn.tree._export/_BaseTreeExporter/__init__/filled, sklearn.tree._export/_BaseTreeExporter/__init__/impurity, sklearn.tree._export/_BaseTreeExporter/__init__/node_ids, sklearn.tree._export/_BaseTreeExporter/__init__/proportion, sklearn.tree._export/_BaseTreeExporter/__init__/rounded`|
0.987|`sklearn.tree._export/_MPLTreeExporter/recurse/self, sklearn.tree._export/_MPLTreeExporter/recurse/node, sklearn.tree._export/_MPLTreeExporter/recurse/tree, sklearn.tree._export/_MPLTreeExporter/recurse/ax, sklearn.tree._export/_MPLTreeExporter/recurse/scale_x, sklearn.tree._export/_MPLTreeExporter/recurse/scale_y, sklearn.tree._export/_MPLTreeExporter/recurse/height`|`sklearn.tree._export/_MPLTreeExporter/recurse/self, sklearn.tree._export/_MPLTreeExporter/recurse/node, sklearn.tree._export/_MPLTreeExporter/recurse/tree, sklearn.tree._export/_MPLTreeExporter/recurse/ax, sklearn.tree._export/_MPLTreeExporter/recurse/max_x, sklearn.tree._export/_MPLTreeExporter/recurse/max_y`|
utils
**Similarity**|**APIV1**|**APIV2**|**comment**
:-----:|:-----:|:-----:|:----:|
1.0|`sklearn.utils._encode/_nandict`|`sklearn.utils._encode/_nandict`|
1.0|`sklearn.utils._estimator_html_repr/_VisualBlock`|`sklearn.utils._estimator_html_repr/_VisualBlock`|
1.0|`sklearn.utils._mocking/ArraySlicingWrapper`|`sklearn.utils._mocking/ArraySlicingWrapper`|
1.0|`sklearn.utils._mocking/NoSampleWeightWrapper`|`sklearn.utils._mocking/NoSampleWeightWrapper`|
1.0|`sklearn.utils._testing/MinimalClassifier`|`sklearn.utils._testing/MinimalClassifier`|
1.0|`sklearn.utils._testing/MinimalRegressor`|`sklearn.utils._testing/MinimalRegressor`|
1.0|`sklearn.utils._testing/TempMemmap`|`sklearn.utils._testing/TempMemmap`|
1.0|`sklearn.utils._testing/_IgnoreWarnings`|`sklearn.utils._testing/_IgnoreWarnings`|
1.0|`sklearn.utils._testing/_Raises`|`sklearn.utils._testing/_Raises`|
1.0|`sklearn.utils.estimator_checks/_NotAnArray`|`sklearn.utils.estimator_checks/_NotAnArray`|
0.9979|`sklearn.utils._pprint/_EstimatorPrettyPrinter`|`sklearn.utils._pprint/_EstimatorPrettyPrinter`|
0.9929|`sklearn.utils._testing/MinimalTransformer`|`sklearn.utils._testing/MinimalTransformer`|
0.9786|`sklearn.utils._mocking/MockDataFrame`|`sklearn.utils._mocking/MockDataFrame`|
0.9743|`sklearn.utils.deprecation/deprecated`|`sklearn.utils.deprecation/deprecated`|
0.9671|`sklearn.utils/Bunch`|`sklearn.utils._bunch/Bunch`|
0.959|`sklearn.utils._mocking/CheckingClassifier`|`sklearn.utils._mocking/CheckingClassifier`|
0.6866|`sklearn.utils.metaestimators/_IffHasAttrDescriptor`|`sklearn.utils.metaestimators/_IffHasAttrDescriptor`|
0.5522|`sklearn.utils.fixes/_FuncWrapper`|`sklearn.utils.parallel/_FuncWrapper`|
1.0|`sklearn.utils._encode/MissingValues/to_list`|`sklearn.utils._encode/MissingValues/to_list`|
1.0|`sklearn.utils._encode/_nandict/__init__`|`sklearn.utils._encode/_nandict/__init__`|
1.0|`sklearn.utils._encode/_nandict/__missing__`|`sklearn.utils._encode/_nandict/__missing__`|
1.0|`sklearn.utils._estimator_html_repr/_VisualBlock/__init__`|`sklearn.utils._estimator_html_repr/_VisualBlock/__init__`|
1.0|`sklearn.utils._estimator_html_repr/_VisualBlock/_sk_visual_block_`|`sklearn.utils._estimator_html_repr/_VisualBlock/_sk_visual_block_`|
1.0|`sklearn.utils._mocking/ArraySlicingWrapper/__getitem__`|`sklearn.utils._mocking/ArraySlicingWrapper/__getitem__`|
1.0|`sklearn.utils._mocking/ArraySlicingWrapper/__init__`|`sklearn.utils._mocking/ArraySlicingWrapper/__init__`|
1.0|`sklearn.utils._mocking/CheckingClassifier/_check_X_y`|`sklearn.utils._mocking/CheckingClassifier/_check_X_y`|
1.0|`sklearn.utils._mocking/CheckingClassifier/_more_tags`|`sklearn.utils._mocking/CheckingClassifier/_more_tags`|
1.0|`sklearn.utils._mocking/CheckingClassifier/decision_function`|`sklearn.utils._mocking/CheckingClassifier/decision_function`|
1.0|`sklearn.utils._mocking/CheckingClassifier/predict`|`sklearn.utils._mocking/CheckingClassifier/predict`|
1.0|`sklearn.utils._mocking/CheckingClassifier/predict_proba`|`sklearn.utils._mocking/CheckingClassifier/predict_proba`|
1.0|`sklearn.utils._mocking/MockDataFrame/__array__`|`sklearn.utils._mocking/MockDataFrame/__array__`|
1.0|`sklearn.utils._mocking/MockDataFrame/__eq__`|`sklearn.utils._mocking/MockDataFrame/__eq__`|
1.0|`sklearn.utils._mocking/MockDataFrame/__init__`|`sklearn.utils._mocking/MockDataFrame/__init__`|
1.0|`sklearn.utils._mocking/MockDataFrame/__len__`|`sklearn.utils._mocking/MockDataFrame/__len__`|
1.0|`sklearn.utils._mocking/MockDataFrame/__ne__`|`sklearn.utils._mocking/MockDataFrame/__ne__`|
1.0|`sklearn.utils._mocking/NoSampleWeightWrapper/__init__`|`sklearn.utils._mocking/NoSampleWeightWrapper/__init__`|
1.0|`sklearn.utils._mocking/NoSampleWeightWrapper/_more_tags`|`sklearn.utils._mocking/NoSampleWeightWrapper/_more_tags`|
1.0|`sklearn.utils._mocking/NoSampleWeightWrapper/fit`|`sklearn.utils._mocking/NoSampleWeightWrapper/fit`|
1.0|`sklearn.utils._mocking/NoSampleWeightWrapper/predict`|`sklearn.utils._mocking/NoSampleWeightWrapper/predict`|
1.0|`sklearn.utils._mocking/NoSampleWeightWrapper/predict_proba`|`sklearn.utils._mocking/NoSampleWeightWrapper/predict_proba`|
1.0|`sklearn.utils._pprint/KeyValTuple/__repr__`|`sklearn.utils._pprint/KeyValTuple/__repr__`|
1.0|`sklearn.utils._pprint/_EstimatorPrettyPrinter/_format_dict_items`|`sklearn.utils._pprint/_EstimatorPrettyPrinter/_format_dict_items`|
1.0|`sklearn.utils._pprint/_EstimatorPrettyPrinter/_format_items`|`sklearn.utils._pprint/_EstimatorPrettyPrinter/_format_items`|
1.0|`sklearn.utils._pprint/_EstimatorPrettyPrinter/_format_params`|`sklearn.utils._pprint/_EstimatorPrettyPrinter/_format_params`|
1.0|`sklearn.utils._pprint/_EstimatorPrettyPrinter/_format_params_or_dict_items`|`sklearn.utils._pprint/_EstimatorPrettyPrinter/_format_params_or_dict_items`|
1.0|`sklearn.utils._pprint/_EstimatorPrettyPrinter/_pprint_estimator`|`sklearn.utils._pprint/_EstimatorPrettyPrinter/_pprint_estimator`|
1.0|`sklearn.utils._pprint/_EstimatorPrettyPrinter/_pprint_key_val_tuple`|`sklearn.utils._pprint/_EstimatorPrettyPrinter/_pprint_key_val_tuple`|
1.0|`sklearn.utils._pprint/_EstimatorPrettyPrinter/format`|`sklearn.utils._pprint/_EstimatorPrettyPrinter/format`|
1.0|`sklearn.utils._testing/MinimalClassifier/__init__`|`sklearn.utils._testing/MinimalClassifier/__init__`|
1.0|`sklearn.utils._testing/MinimalClassifier/fit`|`sklearn.utils._testing/MinimalClassifier/fit`|
1.0|`sklearn.utils._testing/MinimalClassifier/get_params`|`sklearn.utils._testing/MinimalClassifier/get_params`|
1.0|`sklearn.utils._testing/MinimalClassifier/predict`|`sklearn.utils._testing/MinimalClassifier/predict`|
1.0|`sklearn.utils._testing/MinimalClassifier/predict_proba`|`sklearn.utils._testing/MinimalClassifier/predict_proba`|
1.0|`sklearn.utils._testing/MinimalClassifier/score`|`sklearn.utils._testing/MinimalClassifier/score`|
1.0|`sklearn.utils._testing/MinimalClassifier/set_params`|`sklearn.utils._testing/MinimalClassifier/set_params`|
